dispnum,incidnum,year,month,day,mid21location,midlocmeasuringpoint,lat,lng,precision,onset
2718,2718001,1986,7,12,"Amur, Ussuri Rivers","Amur River, Russia",52.43333,141.1667,4,1
2721,2721001,1871,7,12,Sakhalin Island,"Sakhalin, Russ. Fed.",51,143,3,1
2722,2722001,1920,4,28,Sakhalin Island,"Sakhalin, Russia",51,143,3,1
2724,2724001,1936,2,26,Amur,"Amur River, Russ",52.93333,141.1667,4,1
2725,2725001,1945,8,10,Nomahan,coast of USSR near jap,45.30917,137.1644,4,1
2726,2726001,1975,4,-9,Sea of Okhotsk,Sea of Okhotsk,55,150,5,1
2727,2727001,1978,5,20,Kurile Islands,"Kuril Islands, Russia",46.16667,152,3,1
2728,2728001,1984,11,12,Kurile Islands,Kurile Islands,46.16667,152,3,1
2729,2729001,1963,4,22,Quan Phu Quoe,"Quan Phu, Vietnam",19.93333,105.5167,1,1
2730,2730001,1962,11,20,Parrots Beak,"parrots beak, cambodia",10.92583,106.1011,3,1
2731,2731001,1960,3,19,Quan Phu Quac Island,"Quan Phu, Vietnam",19.93333,105.5167,3,1
2732,2732001,1959,6,20,Parrots Beak,"Parrots Beak, cambodia",10.92583,106.1011,3,1
2734,2734001,1987,8,10,Persian Gulf,Persian Gulf,27,51,5,1
2735,2735001,1987,9,2,Near Barra del Colorado,Barranco Colorado,-6.516667,-79.71667,2,1
2736,2736001,1987,11,29,Dominican Republic/Haiti border,"Comendador, DR",18.8775,-71.70277,4,1
2737,2737001,1987,3,17,Near Newfoundland,Grand Banks of Newfoundland,45,-53,3,1
2738,2738001,1987,4,1,territorial waters of Sweden,Oland,57.06667,9.6,4,1
2739,2739001,1987,5,17,Persian Gulf,Persian Gulf,27,51,5,1
2740,2740001,1987,1,27,Persian Gulf,Persian Gulf,27,51,5,1
2741,2741001,1987,9,24,Panama,Panama City,27,51,5,1
2742,2742001,1987,5,1,Cuba,Havana,23.13194,-82.36417,5,1
2743,2743001,1978,8,6,Egyptian/Libyan border,"Siwa, Egypt",29.2,25.51667,4,1
2744,2744001,1961,7,25,"Fort of Ajuda, Ouidah Dahomey","Ajuda, Azores",38.7,-9.2,1,1
2745,2745001,1988,10,22,Border of Indonesia/Papau New Guinea,"Ninati, Indonesia",-5.733333,140.95,4,1
2746,2746001,1988,5,4,Spratlys Islands,Spratly Island,8.633333,111.9167,3,1
2747,2747001,1988,8,8,waters near Burma,Rangoon,16.78333,96.16666,4,1
2748,2748001,1988,11,14,Waters of Papua New Guinea,Bismarck Sea,-4,148,4,1
2749,2749001,1988,2,20,Spratly Islands,Spratly Island,8.633333,111.9167,3,1
2750,2750001,1988,4,29,Taiwan strait,Taiwan Straits,24,119,5,1
2751,2751001,1988,5,18,Persia Gulf,Persian Gulf,27,51,5,1
2752,2752001,1988,4,19,Mubarak,Mubarras Oil Field,24.5,53.68333,1,1
2753,2753001,1988,10,10,Swaziland,Mbabane,-26.31667,31.13333,5,1
2754,2754001,1988,3,28,Botswana,Gaborone,-24.64639,25.91195,5,1
2755,2755001,1988,2,14,Zimbabwe,Harare,-17.83333,31.05,5,1
2756,2756001,1988,8,8,Angola,Luanda,-8.838333,13.23444,5,1
2757,2757001,1988,10,7,Sudan,Khartoum,15.58806,32.53417,5,1
2758,2758001,1988,5,14,"Larak Island, Persian Gulf","Larak Island, Iran",26.85333,56.35556,3,1
2759,2759001,1988,7,7,Persian Gulf,Persian Gulf,27,51,5,1
2760,2760001,1988,12,11,Buffer zone on Cyprus,"Nicosia, Cyprus",35.16667,33.36666,4,1
2761,2761001,1988,5,28,"Atheinou, Cyprus",Athienou,35.06667,33.54167,1,1
2762,2762001,1988,5,27,Persian Gulf,Persian Gulf,27,51,5,1
2763,2763001,1988,6,11,Persian gulf,Persian Gulf,27,51,5,1
2764,2764001,1988,5,14,Larak Island in Persian Gulf,"Larak Island, Iran",26.85333,56.35556,3,1
2765,2765001,1988,3,21,Persian gulf,Persian Gulf,27,51,5,1
2766,2766001,1988,1,20,Persian Gulf,Persian Gulf,27,51,5,1
2767,2767001,1988,5,14,Persian Gulf,Persian Gulf,27,51,5,1
2768,2768001,1988,8,16,Columbia-Venezuelan border,"Culebra, Colombia",6.098611,-69.38667,4,1
2769,2769001,1988,1,31,Persian Gulf,Persian Gulf,27,51,5,1
2770,2770001,1988,9,9,Costa Rica near border,"Los Chiles, Costa Rica",11.03333,-84.71667,4,1
2771,2771001,1988,9,29,Nicaragua/Honduras border,mid pt of border,14.09917,-85.53555,4,1
2772,2772001,1988,4,19,Persian Gulf,Persian Gulf,27,51,5,1
2773,2773001,1988,4,14,off coast of Newfoundland,Grand Banks of Newfoundland,45,-53,3,1
2774,2774001,1988,2,12,Persian Gulf,Persian Gulf,27,51,5,1
2775,2775001,1988,12,30,110 km off Libyan coast,"Gulf of Sidra, Libya",31.5,18,3,1
2776,2776001,1987,5,20,Sayaboung province Laos,Sayaboung / Viangchan,17.96667,102.6,3,1
2777,2777001,1987,4,12,waters of Burma,Rangoon,16.78333,96.16666,4,1
2778,2778001,1987,3,15,Palk straight,Palk Strait,10,79.75,4,1
2779,2779001,1987,6,1,Border with Toripura,"Tripura, India",24,92,1,1
2780,2780001,1987,4,15,Spratly Island,Spratly Island,8.633333,111.9167,3,1
2782,2782001,1987,6,8,Taiwan Straight,Taiwan Straits,24,119,5,1
2783,2783001,1987,10,11,Oman S.Yemen boreder area,"Habarut, Yemen",17.3,52.73333,4,1
2784,2784001,1987,10,1,Perisan Gulf,Persian Gulf,27,51,5,1
2785,2785001,1987,11,20,Persian Gulf,Persian Gulf,27,51,5,1
2786,2786001,1987,7,28,Iraq Syria border,"Abu Kamal, Syria",34.45,40.91861,4,1
2787,2787001,1987,3,8,Turkey Syria border,"Akcakale, Turkey",40.16667,35.76667,4,1
2788,2788001,1987,8,21,In Turkey (near Iraqi border),"Hakkari, Turkey",37.56667,43.73333,4,1
2789,2789001,1987,12,6,Persian Gulf,Persian Gulf,27,51,5,1
2790,2790001,1987,12,17,Persian Gulf,Persian Gulf,27,51,5,1
2791,2791001,1987,10,1,Persian Gulf,Persian Gulf,27,51,5,1
2792,2792001,1987,10,2,Persian gulf,Persian Gulf,27,51,5,1
2793,2793001,1987,9,3,Persian Gulf,Persian Gulf,27,51,5,1
2794,2794001,1987,9,2,Persian Gulf,Persian Gulf,27,51,5,1
2795,2795001,1987,8,15,Persian Gulf,Persian Gulf,27,51,5,1
2796,2796001,1987,5,22,Persian Gulf,Persian Gulf,27,51,5,1
2797,2797001,1987,5,11,Kuwait and Kuwaiti waters,Kuwait,29.36972,47.97833,5,1
2798,2798001,1987,8,2,Persian Gulf,Persian Gulf,27,51,5,1
2799,2799001,1987,6,-9,Turkish Iran border region,"Qotur, Iran",38.46611,44.44222,4,1
2800,2800001,1987,12,27,Mozambique s.Africa border,Lebombo,-25.46667,31.96667,4,1
2801,2801001,1987,5,29,"Maputo, Mozambique",Maputo,-25.96528,32.58917,1,1
2802,2802001,1987,7,24,Ethiopia Sudan border,"Qeissan, Sudan",10.73333,34.78333,4,1
2803,2803001,1986,12,5,Eastern Sudan,"Tokar, Sudan",18.43333,37.73333,3,1
2804,2804001,1987,10,20,Kenya Uganda border,"Moroto, Uganda",2.533333,34.65,4,1
2805,2805001,1987,6,3,Northwest Uganda,Rhino Camp,2.966667,31.4,3,1
2806,2806001,1987,1,15,Mindoulin region of Congo,"Mindouli, Congo",-4.268333,14.38389,3,1
2807,2807001,1987,5,2,Borno State Nigeria,"Borno, Nigeria",11.5,13,3,1
2808,2808001,1987,6,19,Persian Gulf,Persian Gulf,27,51,5,1
2809,2809001,1987,4,1,Western Sahara,Laayoune,27.15361,-13.20333,5,1
2810,2810001,1987,4,9,.,saf-bot border,-25.72,25.52,4,1
2811,2811001,1987,4,29,Persian Gulf,Persian Gulf,27,51,5,1
2812,2812001,1987,8,13,Gulf of Venezuela,Gulf of Venezuela,11.5,-71,3,1
2813,2813001,1987,2,13,waters of Argentina,mid pt of coast,42.50139,-63.99361,4,1
2815,2815001,1987,6,20,Persian Gulf,Persian Gulf,27,51,5,1
2816,2816001,1987,6,15,Bay of Gdansk,Bay of Gdansk,54.66667,19.25,3,1
2817,2817001,1987,6,9,Persian Gulf,Persian Gulf,27,51,5,1
2818,2818001,1987,9,10,Persian Gulf,Persian Gulf,27,51,5,1
2819,2819001,1987,7,7,Persian Gulf,Persian Gulf,27,51,5,1
2820,2820001,1987,8,20,Persian Gulf,Persian Gulf,27,51,5,1
2821,2821001,1987,9,3,Persian Gulf,Persian Gulf,27,51,5,1
2822,2822001,1987,9,1,Persian Gulf,Persian Gulf,27,51,5,1
2823,2823001,1987,6,30,Persian Gulf,Persian Gulf,27,51,5,1
2824,2824001,1987,12,16,Persian gulf,Persian Gulf,27,51,5,1
2825,2825001,1987,6,27,Persian Gulf,Persian Gulf,27,51,5,1
2826,2826001,1987,4,21,Persian Gulf,Persian Gulf,27,51,5,1
2827,2827001,1987,9,13,Barents Sea,Persian Gulf,27,51,5,1
2828,2828001,1987,11,23,Persian Gulf,Persian Gulf,27,51,5,1
2829,2829001,1987,10,3,Bulgaria,Sofia,42.68333,23.31667,5,1
2830,2830001,1987,9,14,waters of Bulgaria,Byala,42.8347,27.9006,4,1
2831,2831001,1987,1,3,waters of Lebanon,Beirut,33.87194,35.50972,4,1
2832,2832001,1987,5,18,Persian Gulf,Persian Gulf,27,51,5,1
2833,2833001,1987,12,14,Persian Gulf,Persian Gulf,27,51,5,1
2835,2835001,1878,8,-9,Thessaly,Thessalia,39.5,22,3,1
2836,2836001,1885,5,25,"Epirus, Greece",Epirus,39.66667,20.66667,1,1
2837,2837001,1896,5,18,.,md point of GRE coast,36.63,23.17,4,1
2838,2838001,1959,2,14,Waters off Japan and Korea,"Tsushima, Japan",37.56667,140.75,4,1
2839,2839001,1959,11,16,Korea Strait,"Tsushima, Japan",34,129,4,1
2841,2841001,1959,6,13,Thailand near Burma border,"Mae Hong Son, Thailand",19.26667,97.93333,4,1
2842,2842001,1956,12,21,Goa,"Goa, India",15.58333,74,1,1
2843,2843001,1956,4,19,Suez Canal Zone,"Suez, Egypt",29.91667,32.55,4,1
2844,2844001,1956,2,13,Saudi Arabia,Riyadh,24.64083,46.77278,5,1
2845,2845001,1957,12,13,Waters near Chile,"Antofagasta, Punta",-52.46667,-69.41666,4,1
2846,2846001,1957,6,8,Waters near Albania,"Durres, Albania",41.32306,19.44139,4,1
2847,2847001,1955,3,24,Near Keucke Is.,waters between usr-jap,44.02417,138.73,3,1
2848,2848001,1957,4,14,Waters near Norway,Bergen,60.39111,5.324722,4,1
2849,2849001,1957,7,29,Czechoslovakia,Prague,50.08333,14.46667,5,1
2850,2850001,1957,3,19,India,New Delhi,28.6,77.2,5,1
2852,2852001,1958,6,4,Kaigiara Island,waters between usr-jap,44.02417,138.73,3,1
2853,2853001,1958,5,7,Waters near China,waters between jap-chn,31.195,125.7044,4,1
2854,2854001,1958,6,8,East Germany,Berlin,52.51667,13.4,5,1
2855,2855001,1958,6,2,East Germany,Berlin,52.51667,13.4,5,1
2857,2857001,1958,1,7,Albania,Tirana,41.3275,19.81889,5,1
2858,2858001,1958,1,1,Albania,Tirana,41.3275,19.81889,5,1
2859,2859001,1959,3,20,Taiwan Straits,Taiwan Straits,24,119,5,1
2860,2860001,1959,3,28,Waters near Brazil,mid pt of coast,-10.32306,-36.33306,4,1
2861,2861001,1959,1,27,Near Kuril Is.,"Kuril Islands, Russia",46.16667,152,3,1
2862,2862001,1959,2,28,Paracel Islands,Paracel Islands,16.5,112.25,3,1
2863,2863001,1959,2,28,Near Luzon,"Luzon, Philippines",16,121,2,1
2865,2865001,1958,8,27,North Sea,North Sea,55.33333,3,5,1
2866,2866001,1959,1,11,Waters near Israel,Tel Aviv,32.06667,34.76667,4,1
2867,2867001,1959,12,17,Dominican Republic,Santo Domingo,18.46667,-69.9,5,1
2869,2869001,1959,4,10,Pakistan,Karachi,24.86667,67.05,5,1
2870,2870001,1959,3,19,Switzerland,Berne,46.91667,7.466667,5,1
2871,2871001,1959,3,16,"Iran, near USSR border","Mashhad, Iran",35.60305,52.47472,4,1
2873,2873001,1960,7,16,Near Kurile Is.,"Kuril Islands, Russia",46.16667,152,3,1
2874,2874001,1960,5,8,Sea of Japan,Sea of Japan,43.5,135.75,5,1
2875,2875001,1960,2,28,waters off Iceland,Reykyavik,64.15,-21.95,4,1
2876,2876001,1960,10,8,Austria and West German border,"Kufstein, Austria",47.58333,12.16667,4,1
2877,2877001,1960,9,25,Austria/Italy Border,"Sillian, Austria",46.75278,12.42111,4,1
2878,2878001,1960,9,25,Austria/Hungary Border,mid pt of border,47.47445,16.58167,4,1
2880,2880001,1961,11,3,near Arsila,"Arsila, Morocco",35.46556,-6.040278,2,1
2882,2882001,1961,6,11,Near Kuril Islands,"Kuril Islands, Russia",46.16667,152,3,1
2883,2883001,1961,5,30,Faroe Islands,Faroe Islands,62,-7,3,1
2884,2884001,1961,4,4,Kingying Island,china-viet waters,19.57778,107.9203,3,1
2885,2885001,1960,12,15,India/Pakistan Border,"Kasur, Pakistan",31.115,74.45472,4,1
2887,2887001,1961,1,19,Ifni,"Ifni, Morocco",29.25,-10.13333,1,1
2888,2888001,1962,6,21,Waters near Hokkaido,"Hokkaido, Japan",44,143,4,1
2889,2889001,1962,5,13,Sea of Japan,Sea of Japan,43.5,135.75,5,1
2890,2890001,1962,3,11,Guinea/Port. Guinea Border,"Boe, Guinea-Bissau",11.75,-14.21667,4,1
2891,2891001,1966,10,17,near Matsu,"Matsu Tao, China",26.14889,119.9372,2,1
2892,2892001,1963,2,6,Taiwan Strait,Taiwan Straits,24,119,5,1
2893,2893001,1963,12,3,Waters near Hokkaido,"Hokkaido, Japan",44,143,4,1
2894,2894001,1963,11,17,"near Halnahera, indonesia",halmahera,1.501667,127.7069,2,1
2895,2895001,1963,9,27,Waters off South Korea,"Pusan, S.Korea",35.10278,129.0403,4,1
2896,2896001,1963,8,27,Baltic Sea,Baltic Sea,56,18,5,1
2897,2897001,1963,11,21,Northern Iran,"Tabriz, Iran",38.08,46.29194,3,1
2898,2898001,1963,10,4,Czechoslovakia,Prague,50.08333,14.46667,5,1
2899,2899001,1963,3,15,"Bering Straits, Alaska",Bering Strait,66,-169,5,1
2900,2900001,1964,11,30,waters near China,mid pt on coastline,27.76722,120.8078,4,1
2901,2901001,1964,7,17,Black Sea,Black Sea,43,35,5,1
2902,2902001,1964,11,19,.,sea between ger and den,54.479,12.791,5,1
2903,2903001,1964,9,21,off Cape Lopatka,"Cape Lopatka, Russia",71.78333,149.8667,2,1
2904,2904001,1964,3,30,waters near Indonesia,Banda Sea,-5,128,4,1
2905,2905001,1964,1,29,waters near South Korea,"Pusan, S.Korea",35.10278,129.0403,4,1
2906,2906001,1964,12,19,Egypt (UAR),Cairo,30.05,31.25,5,1
2907,2907001,1964,9,24,Waters off Sweden,Gotland,57.5,18.55,4,1
2908,2908001,1964,9,11,West Germany,Bonn,50.73333,7.1,5,1
2909,2909001,1964,1,28,East Germany,Berlin,52.51667,13.48333,5,1
2910,2910001,1965,6,12,Mediterranean Sea,Mediterranean Sea,35,20,5,1
2911,2911001,1965,10,27,Waters near Hokkaido,"Hokkaido, Japan",44,143,4,1
2912,2912001,1965,4,25,waters of South Vietnam,Astrolabe Reefs,-19.81667,165.5833,4,1
2913,2913001,1965,3,5,Indonesia waters,"Irian Jaya, Indonesia",-5,138,4,1
2914,2914001,1965,1,11,Banda Sea and near Borneo,Banda Sea,-5,128,4,1
2915,2915001,1965,5,28,West Germany,Bonn,50.73333,7.1,5,1
2916,2916001,1965,4,28,Japan Sea,Japan Sea,43.5,135.75,5,1
2917,2917001,1965,4,4,Israel,Tel Aviv,32.06667,34.76667,5,1
2918,2918001,1966,4,25,near Singapore,"Singapore, Singapore",1.293056,103.8558,2,1
2919,2919001,1966,3,14,waters near Korea,"Pusan, S.Korea",35.7,128.0333,4,1
2920,2920001,1966,1,22,Yellow Sea,Yellow Sea,36,124,5,1
2921,2921001,1966,7,15,"Heringer, West Germany","Heringer, Germany",51.41667,10.83333,1,1
2922,2922001,1968,6,17,Waters near Venezuela,Bonaire Basin,11.41667,-67.5,4,1
2923,2923001,1968,5,4,waters near Brazil,mid pt of coast,-10.32306,-36.33306,4,1
2924,2924001,1968,2,13,near Egypt,Red Sea,19,39.5,5,1
2925,2925001,1968,9,28,Kuril Islands,"Kuril Islands, Russia",46.16667,152,3,1
2926,2926001,1968,6,30,Hong Kong,Hong Kong,22.28333,114.15,1,1
2927,2927001,1968,6,22,waters off Argentina,Golfo San Matias,-41.5,-64.25,4,1
2928,2928001,1968,6,30,Kuril Island,"Kuril Islands, Russia",46.16667,152,3,1
2929,2929001,1965,10,5,South China Sea and over China,South China Sea,15,115,5,1
2931,2931001,1967,4,28,Waters near Crete,Gulf of Iraklion,35.38334,25.13333,4,1
2932,2932001,1967,10,12,Baltic Sea,Baltic Sea,56,18,5,1
2933,2933001,1967,4,30,Shetland Islands,"Shetland Isl, UK",60.5,-1,3,1
2934,2934001,1967,3,2,waters near Alaska,Bering Sea,60,177,4,1
2935,2935001,1967,9,8,eastern China,"Jilin, China",45.25444,131.2397,3,1
2936,2936001,1969,9,19,Gulf of Torlsin,waters near china & viet,19.79417,107.6239,3,1
2937,2937001,1969,8,9,Shikotan Island,"Shikotan, Russia",43.78333,146.75,3,1
2938,2938001,1969,2,4,Gulf of Siam,Gulf of Siam,10,102,3,1
2939,2939001,1969,1,9,.,off north coast DEN,57.206,9.489,4,1
2940,2940001,1968,11,20,waters near Venezuela,Bonaire Basin,11.41667,-67.5,4,1
2941,2941001,1969,4,15,.,PRK-KOR border,38.27,127.3,4,1
2942,2942001,1970,11,15,waters near Guatemala,Bahia de Amatique,13.7358,-90.1392,4,1
2943,2943001,1971,12,15,Bahamas' waters,Nassau,25.08333,-77.35,4,1
2944,2944001,1971,1,29,Baltic Sea,Baltic Sea,56,18,5,1
2945,2945001,1971,8,14,Paracel Islands,Paracel Islands,16.5,112.25,3,1
2946,2946001,1971,2,24,waters between USA and Cuba,Straits of Florida,25,-79.75,4,1
2947,2947001,1971,2,9,"Kwangtung Province, China",Kwangtung,23,113,3,1
2948,2948001,1972,8,22,near coast of North Vietnam,Gulf of Tonkin,20,108,4,1
2949,2949001,1972,1,17,Bering Sea,Bering Sea,60,-175,5,1
2950,2950001,1973,3,21,Waters south of Malta,"Valletta, Malta",35.89972,14.51472,3,1
2951,2951001,1974,2,23,"Guantanimo, Cuba",Guantanamo,20.14528,-75.20611,1,1
2952,2952001,1974,9,14,Waters off coast of Maine,Gulf of Maine,43,-68.5,3,1
2953,2953001,1975,9,2,off coast of Maine,Gulf of Maine,43,-68.5,3,1
2954,2954001,1975,8,17,Waters off Cape Cod,"cape cod, us",41.9125,-70.22444,3,1
2955,2955001,1975,4,24,waters near Burma,Mouths of Ayeyarwady,15.68333,95.08334,4,1
2956,2956001,1976,8,1,Yellow Sea,Yellow Sea,36,124,5,1
2957,2957001,1976,5,5,"Panama Canal, Panama",Panama Canal,9.333333,-79.91666,4,1
2958,2958001,1976,1,7,"South of Florida, waters of USA",Florida Strait,25,-79.75,3,1
2959,2959001,1976,11,25,South Yemen,Aden,12.76556,45.01694,3,1
2960,2960001,1976,10,15,North Korea,Pyongyang,39.01944,125.7547,5,1
2961,2961001,1976,4,12,Israel,Tel Aviv,32.06667,34.76667,5,1
2962,2962001,1977,4,30,Cuban coastal waters,Nicholas Channel,23.41667,-80.08334,4,1
2963,2963001,1977,11,12,Sea of Japan,Japan Sea,43.5,135.75,5,1
2964,2964001,1977,9,7,Goto Island,"Goto Retto, Japan",32.83333,129,3,1
2965,2965001,1978,7,30,"off Cape Misurta, Libya",Cape Misurata,32.36806,15.21778,2,1
2966,2966001,1978,4,13,Senkaku Islands,"Senkaku Shoto, Japan",25.83333,123.5833,3,1
2967,2967001,1979,11,14,waters off Peru,Lima,-12.05,-77.05,4,1
2968,2968001,1979,8,28,British Columbia,"British Columbia, Canada",55,-125,3,1
2969,2969001,1980,7,13,Waters near West Africa,"Dakar, Senegal",14.66667,-17.43333,5,1
2970,2970001,1981,8,31,North Sea,North Sea,55.33333,3,5,1
2971,2971001,1981,8,14,North Korea,Pyongyang,39.01944,125.7547,5,1
2972,2972001,1981,7,17,Caribbean Sea,Caribbean Sea,15,-75,5,1
2973,2973001,1982,6,5,Swedish waters,Oland,56.98333,16.6,5,1
2974,2974001,1982,4,24,Sea of Japan,Japan Sea,43.5,135.75,5,1
2975,2975001,1982,3,8,South China Sea,South China Sea,15,115,5,1
2976,2976001,1982,4,3,Waters off Japan,Tsushima,34.66667,129,4,1
2977,2977001,1982,3,17,Nicaragua,Nicaragua,13,-85,5,1
2978,2978001,1982,2,3,Greece,Athens,37.98333,23.73333,5,1
2979,2979001,1982,1,9,Airspace of North Korea,Pyongyang,39.01944,125.7547,5,1
2981,2981001,1983,4,19,Cuba,Havana,23.13194,-82.36417,5,1
2982,2982001,1982,12,16,North Arabian Sea,North Arabian Sea,20,60,3,1
2983,2983001,1983,1,19,Beagle Channel,"Beagle Channel, Argentina",-54.88334,-68.16666,4,1
2984,2984001,1953,9,9,"Pearl Estuary, china",pearl river,22.47889,113.7567,4,1
2985,2985001,1954,6,16,Chinese waters,mid pt of coast,27.76722,120.8078,4,1
2986,2986001,1956,7,22,Taiwan Straits,Taiwan Straits,24,119,5,1
2987,2987001,1954,8,24,Taiwan Straits,Taiwan Straits,24,119,5,1
2988,2988001,1953,5,24,Taiwan Straits,Taiwan Straits,24,119,5,1
2989,2989001,1952,9,25,"Lafsami Island, china",lafsami island,22.13389,113.8256,3,1
2990,2990001,1952,10,25,Taiwan Strait,Taiwan Straits,24,119,5,1
2991,2991001,1951,2,13,Lentin Island,coast of china,26.42805,120.5136,3,1
2992,2992001,1951,3,18,Taiwan Straits,Taiwan Straits,24,119,5,1
2993,2993001,1937,9,5,near USSR/Korea border,"Vladivostok, Russia",43.13334,131.9,4,1
2994,2994001,1936,7,3,near USSR,Moscow,55.75222,37.61555,5,1
2995,2995001,1934,3,10,near Vladevostok,"Vladivostok, Russia",43.13334,131.9,1,1
2996,2996001,1959,6,7,Turkish/Syrian border,"Tall Khinzir, Syria",36.83333,40.88334,4,1
2997,2997001,1959,10,1,Syrian/Iraq border,"Abu Kamal, Syria",34.45,40.91861,4,1
2998,2998001,1959,3,10,Iraq/Syrian border,"Abu Kamal, Syria",34.45,40.91861,4,1
2999,2999001,1959,12,15,Jordanian/Syrian border,mid pt of border,32.44389,37.02889,4,1
3000,3000001,1979,2,27,Ethiopia-Sudan border,"Famaka, Sudan",11.3,34.73333,4,1
3001,3001001,1979,2,9,.,"border of EGY, LIB, SUD",21.89,25.14,2,1
3002,3002001,1979,2,26,"Vila de Borua, Angola",angola border near zimb,-17.53778,23.22278,4,1
3003,3003001,1978,12,14,Mekong river,"Mekong river, Vietnam",10.25,105.9167,4,1
3004,3004001,1978,10,16,Botswana,Gaborone,-24.64639,25.91195,5,1
3005,3005001,1978,8,23,zambia,Lusaka,-15.41667,28.28333,5,1
3007,3007001,1978,4,18,.,md pt chn-vie border,23.269,105.55,4,1
3008,3008001,1978,4,20,Coosta region of eastern USSR,"okhotsk, russia",59.25889,142.6772,3,1
3009,3009001,1978,3,17,Bolivia-Chile border,"Collaguasi, Chile",-20.98333,-68.7,4,1
3010,3010001,1978,2,15,Kenya and Egypt,Nairobi,-1.283333,36.81667,5,1
3011,3011001,1978,3,20,Zaire-Angola border,"Bumba, DRC",-7.066667,21.95,4,1
3013,3013001,1977,10,13,Costa Rica Nicaragua border,"Los Chiles, Costa Rica",11.03333,-84.71667,4,1
3014,3014001,1977,5,20,Gulf of Sidra,"Gulf of Sidra, Libya",31.5,18,3,1
3015,3015001,1978,2,27,Northern Botswana,"Maun, Botswana",-19.98333,23.41667,3,1
3016,3016001,1980,1,27,.,lib-tun border,31.839,10.772,4,1
3017,3017001,1980,1,19,.,"border of usr, irn, afg",35.605,61.406,2,1
3018,3018001,1977,8,31,Peru Chile border,"Tacna, Peru",-18.00556,-70.24834,4,1
3020,3020001,1979,11,4,Iran,Tehran,35.67194,51.42445,5,1
3021,3021001,1979,8,13,Gulf of Sidra,"Gulf of Sidra, Libya",31.5,18,3,1
3022,3022001,1979,11,15,Sulu Sea,Sulu Sea,9,120,3,1
3023,3023001,1979,10,26,Coastal waters of Burma,Rangoon,16.78333,96.16666,4,1
3024,3024001,1979,6,10,"Tindouf Algeria, Western Sahara","Tindouf, Algeria",27.67417,-8.147778,1,1
3025,3025001,1979,3,18,Afgan Iran border,"Duruh, Iran",32.285,60.49889,4,1
3026,3026001,1979,3,2,Northern Laos,Louangphrabang,19.86667,102.1333,3,1
3027,3027001,1984,3,12,Thai/Burma border,"Mae Sot, Thailand",16.71667,98.56667,4,1
3029,3029001,1985,2,19,Persian gulf,Persian Gulf,27,51,5,1
3030,3030001,1985,6,14,Botswana,Gaborone,-24.64639,25.91195,5,1
3031,3031001,1984,8,26,Botswana,Gaborone,-24.64639,25.91195,5,1
3033,3033001,1985,1,9,Persian Gulf,Persian Gulf,27,51,5,1
3034,3034001,1984,12,26,Persian Gulf,Persian Gulf,27,51,5,1
3035,3035001,1984,12,25,Persian Gulf,Persian Gulf,27,51,5,1
3036,3036001,1984,12,22,Persian Gulf,Persian Gulf,27,51,5,1
3037,3037001,1984,12,17,Water between india and Sri Lanka,Palk Strait,10,79.75,4,1
3038,3038001,1984,12,10,Persian Gulf,Persian Gulf,27,51,5,1
3040,3040001,1984,9,9,Persian Gulf,Persian Gulf,27,51,5,1
3041,3041001,1984,8,22,France,Paris,48.86666,2.333333,5,1
3042,3042001,1984,7,10,Persian Gulf,Persian Gulf,27,51,5,1
3043,3043001,1984,7,4,Persian gulf,Persian Gulf,27,51,5,1
3044,3044001,1984,6,15,Algeria/Morocco border,"Taouz, Morocco",30.9,-3.983333,4,1
3045,3045001,1984,6,3,Persian Gulf,Persian Gulf,27,51,5,1
3046,3046001,1984,5,25,Persian Gulf,Persian Gulf,27,51,5,1
3048,3048001,1984,4,26,Persian Gulf,Persian Gulf,27,51,5,1
3049,3049001,1984,4,19,Persian Gulf,Persian Gulf,27,51,5,1
3050,3050001,1984,3,27,PNG/Indonesia border,"Ninati, Indonesia",-5.733333,140.95,4,1
3051,3051001,1984,3,8,.,"border of EGY, LIB, SUD",21.89,25.14,2,1
3052,3052001,1984,3,8,Persian Gulf,Persian Gulf,27,51,5,1
3053,3053001,1984,3,5,Persian Gulf,Persian Gulf,27,51,5,1
3054,3054001,1983,12,28,S.Arabia/S. Yemen border,"Najran, Saudi Arabia",17.50556,44.18417,4,1
3055,3055001,1983,12,9,India/Bangladesh border,"Dinhata, India",26.13333,89.46667,4,1
3056,3056001,1983,11,19,Sudan/Ethiopia border,"Kurmuk, Sudan",10.55,34.28333,4,1
3057,3057001,1983,11,4,Persian Gulf,Persian Gulf,27,51,5,1
3058,3058001,1983,10,21,.,grenada,12.1,61.6,5,1
3059,3059001,1983,10,9,Iran/Afganistan border,"Duruh, Iran",32.285,60.49889,4,1
3060,3060001,1983,10,1,Zaire/Zambia border,"Ndola, Zambia",-12.83333,28.58333,4,1
